,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AutomaticPayment,Churn
1874,1,0,1,1,10,1,0,2,0,0,1,1,0,0,0,0,3,55.2,528.35,1.0,1
1875,0,1,0,0,1,0,2,2,0,0,1,0,0,1,0,1,0,39.65,39.65,0.0,1
1876,0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,1,20.15,20.15,0.0,1
1877,0,0,1,1,47,1,1,1,0,1,0,0,1,1,0,1,0,99.35,4749.15,0.0,1
1878,0,0,1,1,1,0,2,2,0,1,0,0,0,0,0,0,0,30.2,30.2,0.0,1
1879,1,0,0,1,17,1,0,2,0,0,0,0,1,1,0,1,1,64.7,1093.1,0.0,1
1880,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,0,69.7,316.9,0.0,1
1881,0,0,0,0,34,1,1,1,0,1,1,0,1,1,0,1,0,106.35,3549.25,0.0,1
1882,1,0,0,0,11,1,1,1,0,0,1,0,1,1,0,1,2,97.85,1105.4,1.0,1
1883,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,80.65,144.15,0.0,1
1884,1,0,0,0,15,1,0,1,1,1,0,0,1,1,0,1,3,99.1,1426.4,1.0,1
1885,1,1,1,0,8,1,1,1,0,1,0,0,0,0,0,1,3,80.65,633.3,1.0,1
1886,0,1,0,0,18,1,1,1,0,0,0,0,1,1,0,1,0,95.45,1752.55,0.0,1
1887,1,0,0,0,9,1,1,1,0,0,0,0,1,1,0,0,0,94.4,857.25,0.0,1
1888,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,79.35,79.35,0.0,1
1889,1,0,1,0,7,1,0,1,0,0,1,0,0,0,0,1,2,75.15,496.9,1.0,1
1890,1,0,0,0,12,1,1,1,1,0,0,0,0,0,0,1,0,78.95,927.35,0.0,1
1891,0,0,0,0,5,1,0,0,2,2,2,2,2,2,0,0,1,21.05,113.85,0.0,1
1892,1,1,1,0,25,1,0,1,0,1,1,0,1,1,0,1,0,98.5,2514.5,0.0,1
1893,0,0,1,0,68,1,1,1,0,1,1,1,1,1,2,1,2,110.0,7611.85,1.0,1
1894,0,0,1,0,55,1,1,1,1,1,0,0,1,0,0,1,0,96.75,5238.9,0.0,1
1895,1,1,1,0,37,1,1,1,0,0,0,0,0,0,0,1,0,76.5,2868.15,0.0,1
1896,1,0,1,1,10,1,1,1,1,0,0,0,1,1,0,1,0,100.25,1064.65,0.0,1
1897,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,74.4,229.55,0.0,1
1898,1,1,0,0,27,1,1,1,0,0,1,0,0,0,0,1,0,78.05,2135.5,0.0,1
1899,1,0,1,1,25,0,2,2,1,1,1,0,1,1,0,1,3,58.6,1502.65,1.0,1
1900,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,1,0,35.45,35.45,0.0,1
1901,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,44.35,81.25,0.0,1
1902,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,70.45,70.45,0.0,1
1903,1,0,0,0,8,1,1,2,1,0,0,1,0,1,0,0,0,71.15,563.65,0.0,1
1904,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,45.65,45.65,0.0,1
1905,0,0,0,0,7,1,1,1,0,0,0,0,1,1,0,0,1,95.0,655.5,0.0,1
1906,1,0,1,0,20,1,1,1,1,0,0,0,0,0,0,0,0,82.4,1592.35,0.0,1
1907,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.9,273.0,1.0,1
1908,0,1,1,0,58,0,2,2,0,1,1,0,0,1,0,1,0,45.3,2651.2,0.0,1
1909,1,0,1,0,2,1,1,1,0,0,1,1,1,1,0,1,0,104.4,242.8,0.0,1
1910,1,0,1,0,53,1,0,1,0,0,1,0,1,1,1,1,2,94.85,5000.2,1.0,1
1911,1,1,0,0,15,1,1,1,0,0,0,0,0,0,0,1,1,74.45,1145.7,0.0,1
1912,1,1,0,0,7,1,0,1,1,0,0,0,0,0,0,0,2,76.45,503.6,1.0,1
1913,1,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,2,29.95,29.95,1.0,1
1914,0,0,0,0,8,1,1,1,0,0,0,0,0,1,0,0,2,84.5,662.65,1.0,1
1915,1,0,0,0,13,1,0,1,0,1,1,0,0,0,0,1,0,79.25,1111.65,0.0,1
1916,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,1,0,24.8,24.8,0.0,1
1917,0,0,1,0,6,1,0,1,0,1,1,0,0,1,0,1,0,91.0,531.0,0.0,1
1918,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,79.9,79.9,0.0,1
1919,1,0,0,0,19,1,0,1,1,0,1,1,1,1,0,1,0,106.6,1934.45,0.0,1
1920,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,3,46.0,84.5,1.0,1
1921,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,70.15,268.35,0.0,1
1922,0,0,1,0,4,1,0,2,0,0,0,1,0,0,0,0,1,50.05,179.35,0.0,1
1923,1,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,1,55.2,55.2,0.0,1
1924,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,84.6,84.6,0.0,1
1925,0,0,0,0,2,1,1,2,0,1,0,0,0,0,0,1,1,54.4,114.1,0.0,1
1926,1,1,0,0,11,1,0,1,0,1,0,0,1,1,0,1,0,95.0,1120.3,0.0,1
1927,0,1,0,0,15,1,0,1,0,1,0,0,0,0,0,1,0,74.4,1074.3,0.0,1
1928,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,1,1,48.55,48.55,0.0,1
1929,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,70.4,147.15,0.0,1
1930,0,1,1,0,1,0,2,2,0,1,0,0,1,0,0,0,0,40.2,40.2,0.0,1
1931,1,0,1,0,2,1,0,2,0,0,0,0,0,0,0,1,3,44.6,80.55,1.0,1
1932,0,1,0,0,3,0,2,2,0,0,1,0,0,1,0,1,0,41.15,132.2,0.0,1
1933,0,1,0,0,13,1,1,1,0,1,1,0,1,1,0,1,0,106.9,1364.3,0.0,1
1934,0,0,0,0,59,1,0,0,2,2,2,2,2,2,2,0,1,19.35,1099.6,0.0,1
1935,1,1,0,0,16,1,0,1,0,0,0,1,1,1,0,1,0,94.45,1511.2,0.0,1
1936,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,2,24.8,24.8,1.0,1
1937,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,70.6,70.6,0.0,1
1938,0,0,1,0,5,1,1,1,0,1,0,1,0,0,0,1,0,85.4,401.1,0.0,1
1939,1,0,1,0,52,1,1,1,0,1,1,0,1,1,0,1,0,105.05,5624.85,0.0,1
1940,0,0,1,1,18,1,0,1,0,0,1,0,1,1,0,0,1,95.15,1779.95,0.0,1
1941,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,70.0,70.0,0.0,1
1942,0,1,0,0,8,1,0,1,0,1,0,0,0,0,0,1,0,74.5,606.55,0.0,1
1943,0,0,0,0,10,1,0,2,0,0,0,0,0,0,0,1,3,44.85,435.4,1.0,1
1944,0,1,0,0,24,1,1,1,0,0,0,0,0,0,0,1,0,76.1,1712.7,0.0,1
1945,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,73.6,73.6,0.0,1
1946,1,1,0,0,4,1,1,1,0,0,0,0,1,1,0,1,0,95.45,396.1,0.0,1
1947,0,1,1,0,32,1,1,1,0,0,0,0,0,0,0,1,0,74.9,2303.35,0.0,1
1948,0,0,0,0,5,1,0,1,0,0,0,0,1,0,0,1,0,80.6,415.55,0.0,1
1949,1,0,1,1,38,1,0,2,1,1,0,1,1,1,1,0,3,80.3,3058.65,1.0,1
1950,0,1,1,0,24,1,0,1,0,0,1,0,1,1,0,1,0,93.15,2231.05,0.0,1
1951,1,1,0,0,54,1,1,2,1,1,0,1,1,1,1,0,2,82.45,4350.1,1.0,1
1952,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,70.35,139.05,0.0,1
1953,1,0,0,0,7,1,1,1,0,0,0,0,0,0,0,1,0,73.85,511.25,0.0,1
1954,1,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,1,80.6,155.8,0.0,1
1955,0,0,1,1,68,1,1,2,0,1,1,1,0,1,1,1,2,75.8,5293.95,1.0,1
1956,1,0,0,0,43,1,1,1,0,1,1,0,1,1,2,1,0,104.6,4759.85,0.0,1
1957,0,0,1,0,63,1,1,1,0,1,1,0,1,1,0,1,0,103.4,6603.0,0.0,1
1958,1,0,0,0,2,1,0,1,0,0,0,0,1,1,0,1,0,90.4,168.2,0.0,1
1959,0,0,1,1,4,1,1,1,0,1,1,0,0,0,0,1,2,84.8,371.9,1.0,1
1960,1,1,0,0,21,0,2,2,1,0,0,0,1,0,0,1,0,41.9,840.1,0.0,1
1961,1,0,0,0,10,1,0,1,0,0,0,0,0,1,0,1,2,80.25,846.0,1.0,1
1962,0,1,1,0,27,0,2,2,1,0,0,0,0,0,0,0,3,30.75,805.1,1.0,1
1963,0,0,0,0,5,1,0,1,0,0,1,0,1,1,0,0,2,96.5,492.55,1.0,1
1964,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,1,0,85.65,181.5,0.0,1
1965,1,0,1,0,25,1,1,1,0,0,1,1,1,1,0,1,2,104.95,2566.5,1.0,1
1966,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,50.65,50.65,0.0,1
1967,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,3,90.85,90.85,1.0,1
1968,0,1,1,0,11,1,0,0,2,2,2,2,2,2,0,0,1,19.95,214.75,0.0,1
1969,1,1,1,0,55,1,1,1,0,1,1,0,0,0,0,1,0,85.45,4874.7,0.0,1
1970,1,0,0,0,34,1,0,1,0,1,0,0,0,0,0,1,3,73.95,2524.45,1.0,1
1971,0,0,1,1,69,1,1,1,0,0,1,0,1,1,0,1,3,99.45,7007.6,1.0,1
1972,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,1,1,19.9,19.9,0.0,1
1973,0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,1,1,19.6,19.6,0.0,1
1974,0,1,0,0,3,1,1,1,0,1,0,0,0,0,0,1,0,81.35,233.7,0.0,1
1975,1,0,1,1,22,1,0,1,0,1,0,0,0,1,0,0,0,83.3,1845.9,0.0,1
1976,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,2,75.3,75.3,1.0,1
1977,1,0,1,1,61,1,0,0,2,2,2,2,2,2,0,1,1,19.4,1182.55,0.0,1
1978,0,0,0,0,12,1,0,2,0,0,0,0,0,0,0,1,2,45.4,518.9,1.0,1
1979,1,0,0,0,60,1,1,1,0,1,1,0,1,1,0,1,0,105.9,6396.45,0.0,1
1980,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,69.55,69.55,0.0,1
1981,1,0,1,1,28,1,0,1,0,0,0,0,0,1,0,1,0,81.05,2227.1,0.0,1
1982,0,0,1,1,4,1,1,1,0,0,1,0,1,1,0,0,0,101.15,385.9,0.0,1
1983,0,0,0,0,7,1,1,1,0,1,0,0,1,1,0,1,0,99.8,673.25,0.0,1
1984,1,0,1,1,13,1,0,2,0,0,0,0,0,1,0,0,0,55.95,734.35,0.0,1
1985,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,55.0,55.0,0.0,1
1986,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,74.7,74.7,0.0,1
1987,0,0,0,0,24,1,1,1,0,1,0,0,0,0,0,1,0,80.25,1861.5,0.0,1
1988,0,0,0,0,5,1,0,1,0,0,0,1,1,1,0,1,0,96.1,453.4,0.0,1
1989,1,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,2,69.0,994.8,1.0,1
1990,1,0,1,0,48,0,2,2,1,0,1,0,0,1,0,1,2,45.3,2145.0,1.0,1
1991,1,0,1,1,8,1,0,1,0,1,0,0,1,0,0,1,0,83.55,680.05,0.0,1
1992,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,74.35,74.35,0.0,1
1993,1,0,1,0,2,1,0,1,1,0,0,0,0,0,0,1,0,74.4,139.4,0.0,1
1994,0,0,0,0,22,0,2,2,0,1,1,0,0,1,1,1,2,43.75,903.6,1.0,1
1995,1,1,0,0,5,0,2,2,0,1,0,0,0,0,0,0,0,28.45,131.05,0.0,1
1996,1,0,0,0,12,1,1,1,1,1,1,0,0,1,0,1,2,99.7,1238.45,1.0,1
1997,1,1,0,0,20,1,1,1,0,1,1,0,0,1,0,1,0,94.1,1782.4,0.0,1
1998,0,0,1,0,2,1,0,1,0,0,0,1,1,1,0,1,0,94.2,167.5,0.0,1
1999,1,0,1,1,6,1,1,1,0,0,0,1,0,0,0,1,0,80.5,502.85,0.0,1
2000,1,1,1,0,5,1,1,1,0,0,0,0,0,0,0,1,0,74.35,334.8,0.0,1
2001,0,0,0,0,40,1,1,1,0,0,1,1,1,1,0,0,2,104.8,4131.95,1.0,1
2002,1,1,1,0,27,1,0,1,1,0,0,0,0,0,0,1,2,75.2,1929.35,1.0,1
2003,1,0,0,0,23,1,1,1,0,0,0,0,0,0,0,0,2,75.6,1758.6,1.0,1
2004,0,0,1,0,34,1,1,1,0,0,1,0,1,1,0,1,0,100.05,3480.0,0.0,1
2005,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,85.0,85.0,0.0,1
2006,0,0,0,0,10,1,1,1,0,0,0,0,1,0,0,1,2,86.05,834.1,1.0,1
2007,0,0,0,0,13,0,2,2,1,0,0,1,1,0,0,1,3,45.55,597.0,1.0,1
2008,0,0,1,1,39,1,0,1,0,1,0,0,1,0,0,1,1,86.3,3266.0,0.0,1
2009,0,0,0,0,32,1,1,1,0,1,0,0,0,0,0,1,2,80.35,2596.15,1.0,1
2010,1,0,0,0,35,1,1,1,0,0,1,0,1,1,0,1,0,100.25,3527.6,0.0,1
2011,0,0,1,0,56,1,1,1,0,1,0,0,1,1,1,0,3,100.3,5614.45,1.0,1
2012,1,0,1,1,12,1,0,0,2,2,2,2,2,2,0,0,1,19.0,233.55,0.0,1
2013,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,75.3,75.3,0.0,1
2014,1,1,0,0,4,1,1,1,0,0,1,0,1,0,0,1,0,89.2,346.2,0.0,1
2015,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,85.7,85.7,0.0,1
2016,1,0,0,0,12,1,1,2,1,0,1,1,0,0,0,1,1,61.65,713.75,0.0,1
2017,1,1,1,0,65,1,1,1,1,0,1,0,1,1,0,0,2,105.25,6786.4,1.0,1
2018,0,0,1,1,9,0,2,2,0,1,0,0,0,0,0,1,0,29.95,248.95,0.0,1
2019,1,0,1,1,9,1,0,2,1,1,1,1,0,0,0,0,1,65.0,663.05,0.0,1
2020,1,0,0,0,7,1,0,0,2,2,2,2,2,2,0,0,2,20.0,137.6,1.0,1
2021,0,1,1,0,49,1,1,1,0,1,0,0,0,1,0,0,3,90.05,4547.25,1.0,1
2022,0,1,1,1,43,1,1,1,0,1,1,1,1,1,0,1,2,110.75,4687.9,1.0,1
2023,1,0,1,1,65,1,1,1,0,1,1,0,1,1,0,1,0,105.5,6985.65,0.0,1
2024,0,1,1,1,56,1,1,1,1,0,1,0,1,1,1,1,2,104.55,5794.65,1.0,1
2025,0,0,1,0,10,1,1,1,0,0,0,0,0,1,0,1,0,85.25,855.3,0.0,1
2026,1,0,1,1,43,1,0,2,0,0,0,0,1,0,0,0,0,56.15,2499.3,0.0,1
2027,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,89.55,89.55,0.0,1
2028,0,1,1,0,20,1,1,1,0,0,0,0,1,1,0,1,0,94.55,1899.65,0.0,1
2029,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,45.7,45.7,0.0,1
2030,1,1,0,0,2,1,1,1,0,1,0,0,0,1,0,0,0,89.5,161.5,0.0,1
2031,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,69.55,222.3,1.0,1
2032,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,74.6,74.6,0.0,1
2033,1,1,0,0,8,1,0,0,2,2,2,2,2,2,0,0,0,19.65,164.3,0.0,1
2034,0,0,1,1,2,1,0,0,2,2,2,2,2,2,1,0,1,19.85,35.9,0.0,1
2035,1,0,0,0,4,0,2,2,0,0,0,0,0,0,0,1,1,24.25,96.05,0.0,1
2036,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.65,145.15,0.0,1
2037,1,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,1,45.65,191.05,0.0,1
2038,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,75.05,75.05,0.0,1
2039,0,1,0,0,52,0,2,2,0,1,0,0,1,1,0,1,0,49.15,2550.9,0.0,1
2040,1,0,0,0,2,0,2,2,0,0,0,0,0,1,0,1,0,34.7,62.25,0.0,1
2041,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,80.0,80.0,0.0,1
2042,0,1,0,0,2,1,0,2,1,0,0,0,0,0,0,1,0,49.25,91.1,0.0,1
2043,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,3,75.1,270.7,1.0,1
2044,0,0,1,1,3,1,0,2,0,0,1,0,0,0,0,1,0,50.15,168.15,0.0,1
2045,1,0,0,0,25,1,0,1,1,1,0,0,0,0,0,1,2,79.85,2015.35,1.0,1
2046,0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,1,19.55,19.55,0.0,1
2047,1,0,1,1,4,1,1,1,0,0,0,0,0,1,0,1,0,85.95,381.3,0.0,1
2048,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,0,45.35,141.5,0.0,1
2049,0,1,1,0,33,1,1,1,0,0,0,0,1,1,0,1,0,94.5,3105.55,0.0,1
2050,1,1,0,0,30,1,1,1,1,1,1,0,0,0,0,0,3,91.7,2758.15,1.0,1
2051,1,0,0,0,45,1,1,1,0,0,1,1,0,0,0,1,0,87.25,3941.7,0.0,1
2052,0,0,0,0,10,1,1,1,1,0,0,0,1,1,0,0,0,98.55,1008.55,0.0,1
2053,0,1,0,0,20,1,1,1,0,0,1,0,1,1,0,1,0,98.55,1842.8,0.0,1
2054,1,0,0,1,15,1,0,1,0,1,0,0,0,1,0,1,2,85.9,1269.55,1.0,1
2055,1,0,0,0,22,1,0,1,0,0,0,0,1,1,0,0,0,89.25,1907.85,0.0,1
2056,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0,70.3,208.85,0.0,1
2057,0,0,0,0,15,1,1,1,0,0,0,0,1,1,0,1,0,93.35,1444.65,0.0,1
2058,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,1,19.9,19.9,0.0,1
2059,1,0,1,0,5,1,0,1,1,0,1,0,0,1,0,1,1,88.9,454.15,0.0,1
2060,0,0,1,0,33,1,0,1,0,0,1,0,1,1,1,1,0,95.8,3036.75,0.0,1
2061,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,1,0,82.0,184.65,0.0,1
2062,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,45.35,89.5,0.0,1
2063,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,52.2,52.2,0.0,1
2064,1,1,0,0,46,1,1,1,1,1,1,0,1,1,1,1,0,110.0,4874.8,0.0,1
2065,0,0,0,0,62,1,1,1,0,0,1,0,1,1,1,1,0,96.75,6125.4,0.0,1
2066,1,0,0,0,10,1,1,1,0,0,0,1,1,1,0,1,0,98.5,1058.25,0.0,1
2067,0,0,0,0,6,1,0,1,0,1,0,0,1,0,0,1,0,85.35,489.45,0.0,1
2068,0,0,1,0,40,1,1,1,0,1,0,0,1,1,0,1,0,101.3,4113.1,0.0,1
2069,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,69.55,69.55,0.0,1
2070,0,0,0,0,58,1,1,1,0,1,1,0,1,1,1,1,2,103.25,6017.65,1.0,1
2071,0,0,0,0,70,1,1,1,1,0,0,1,1,1,2,1,3,104.0,7250.15,1.0,1
2072,1,0,0,0,2,1,0,1,0,0,1,0,0,1,0,1,1,86.2,178.7,0.0,1
2073,0,0,1,0,21,1,1,1,0,1,1,1,1,1,0,1,0,111.2,2317.1,0.0,1
2074,1,0,1,1,16,1,0,1,0,1,1,0,1,0,0,1,3,89.45,1430.25,1.0,1
2075,0,1,1,0,7,1,1,1,0,0,0,0,1,1,0,1,2,95.6,644.35,1.0,1
2076,0,0,1,1,60,1,0,1,0,1,1,0,1,0,1,0,0,90.95,5453.4,0.0,1
2077,1,0,1,0,50,1,1,1,1,1,0,1,1,1,1,0,0,108.55,5610.7,0.0,1
2078,1,1,0,0,4,1,0,1,0,0,0,0,1,0,0,1,0,78.85,292.8,0.0,1
2079,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,44.4,44.4,0.0,1
2080,1,1,0,0,55,1,1,1,0,0,1,0,1,1,1,1,0,100.0,5509.3,0.0,1
2081,1,0,1,1,12,1,0,0,2,2,2,2,2,2,1,0,2,19.8,229.6,1.0,1
2082,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,89.9,89.9,0.0,1
2083,1,0,0,1,62,1,1,1,0,0,1,0,1,1,1,1,0,100.15,6413.65,0.0,1
2084,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,50.8,50.8,0.0,1
2085,0,1,1,0,20,1,0,1,0,1,0,0,0,0,0,1,0,73.65,1463.5,0.0,1
2086,1,0,0,0,3,1,0,1,0,1,0,0,1,1,0,1,0,95.1,307.4,0.0,1
2087,0,0,0,0,22,1,1,1,0,0,0,0,1,1,0,1,3,94.65,2104.55,1.0,1
2088,0,0,1,0,4,1,0,1,0,0,1,1,0,0,0,1,1,80.6,319.15,0.0,1
2089,0,0,1,0,59,1,1,1,0,0,0,0,0,1,1,0,0,85.55,5084.65,0.0,1
2090,1,0,0,0,60,0,2,2,0,1,0,0,1,1,0,1,0,50.8,3027.4,0.0,1
2091,1,0,0,0,15,1,0,1,1,0,1,1,1,1,0,0,0,105.1,1582.75,0.0,1
2092,0,0,0,0,10,1,0,1,1,1,1,1,1,1,0,1,0,110.1,1043.3,0.0,1
2093,1,0,0,0,6,1,0,1,0,0,1,0,0,1,0,0,0,83.9,497.55,0.0,1
2094,1,0,1,1,63,1,1,1,1,1,1,0,1,0,0,1,0,100.55,6215.35,0.0,1
2095,0,0,1,1,50,1,1,1,0,1,1,0,1,1,0,1,2,103.85,5017.9,1.0,1
2096,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,24.6,24.6,0.0,1
2097,1,0,0,0,12,1,0,1,1,0,0,1,1,1,0,1,2,98.9,1120.95,1.0,1
2098,1,0,0,0,9,1,1,1,0,0,1,0,1,1,0,0,3,98.3,923.5,1.0,1
2099,0,0,0,0,17,1,0,1,1,0,0,0,1,1,0,0,0,93.85,1625.65,0.0,1
2100,0,1,0,0,9,1,1,1,0,0,1,0,1,1,0,1,0,100.5,918.6,0.0,1
2101,0,1,0,0,10,1,0,1,0,1,0,0,0,0,0,1,0,72.85,688.65,0.0,1
2102,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,73.55,73.55,0.0,1
2103,1,1,0,0,3,1,1,1,0,1,0,0,0,0,0,1,0,79.4,205.05,0.0,1
2104,1,0,0,0,13,1,0,1,0,1,1,0,0,0,0,1,0,81.15,952.3,0.0,1
2105,1,1,0,0,4,1,1,1,0,0,0,0,0,1,0,1,0,84.6,360.1,0.0,1
2106,1,0,0,0,6,1,1,1,1,0,0,0,0,0,0,1,0,79.05,434.5,0.0,1
2107,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,74.4,215.8,1.0,1
2108,0,1,0,0,35,1,1,1,0,0,1,0,1,1,0,1,0,99.05,3395.8,0.0,1
2109,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,44.95,85.15,0.0,1
2110,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,3,44.7,44.7,1.0,1
2111,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,45.7,45.7,0.0,1
2112,0,1,0,0,8,1,0,1,1,0,0,1,1,1,0,0,3,100.3,832.35,1.0,1
2113,0,0,0,0,7,1,0,0,2,2,2,2,2,2,0,0,0,19.25,112.3,0.0,1
2114,1,0,0,0,2,1,1,1,0,0,0,0,1,1,0,1,0,96.0,174.8,0.0,1
2115,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,90.55,90.55,0.0,1
2116,0,1,1,0,44,0,2,2,0,1,0,0,0,0,0,1,0,30.35,1359.7,0.0,1
2117,0,0,0,0,71,1,1,1,1,0,1,1,1,1,2,1,0,108.05,7532.15,0.0,1
2118,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,69.9,69.9,0.0,1
2119,0,1,1,0,62,1,1,1,0,1,1,0,1,1,1,1,0,103.75,6383.35,0.0,1
2120,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,86.6,86.6,0.0,1
2121,1,1,1,0,33,1,1,1,0,1,0,0,0,0,0,1,2,80.6,2656.5,1.0,1
2122,1,0,0,0,35,1,1,1,0,1,0,1,0,0,0,0,3,85.3,2917.5,1.0,1
2123,1,0,0,0,34,1,0,1,0,0,0,0,0,0,0,1,3,70.0,2416.1,1.0,1
2124,1,1,0,0,4,1,1,1,0,0,0,0,1,1,0,1,0,94.3,424.45,0.0,1
2125,1,0,0,0,7,1,0,1,0,0,1,0,1,1,0,1,0,95.35,660.9,0.0,1
2126,0,1,1,0,27,1,1,1,0,0,0,0,0,0,0,1,0,75.5,1893.95,0.0,1
2127,1,0,0,0,18,1,1,1,0,0,0,1,0,1,0,1,0,90.1,1612.75,0.0,1
2128,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,68.95,119.75,0.0,1
2129,0,0,1,1,32,1,1,1,1,0,0,0,1,1,0,1,3,99.55,3204.65,1.0,1
2130,0,0,1,1,18,1,0,2,0,0,1,0,0,1,0,0,0,57.45,990.85,0.0,1
2131,0,0,1,1,12,1,0,2,0,0,0,0,0,1,1,0,3,53.65,696.35,1.0,1
2132,0,1,0,0,8,1,1,1,0,0,1,0,1,1,0,1,0,100.6,819.4,0.0,1
2133,0,0,1,1,26,1,1,1,0,0,0,0,1,0,0,1,0,83.75,2070.6,0.0,1
2134,1,1,1,1,3,1,0,1,1,0,0,1,1,0,0,1,1,88.3,273.75,0.0,1
2135,1,1,0,0,8,1,0,1,0,0,1,0,1,1,0,1,0,92.1,729.95,0.0,1
2136,0,0,1,0,38,1,0,1,1,1,0,0,0,0,0,1,0,79.45,3013.05,0.0,1
2137,0,1,0,0,14,1,0,1,0,0,0,0,1,1,0,0,3,90.45,1266.1,1.0,1
2138,0,0,1,1,32,1,0,1,0,0,0,0,0,0,0,1,2,69.75,2347.9,1.0,1
2139,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,1,19.65,19.65,0.0,1
2140,0,1,0,0,12,0,2,2,0,0,1,1,0,1,0,1,0,43.65,526.95,0.0,1
2141,1,0,0,0,5,0,2,2,0,0,1,0,0,1,0,0,0,39.5,210.75,0.0,1
2142,0,0,1,0,40,1,1,1,0,0,0,0,1,1,0,1,2,97.1,3706.95,1.0,1
